,DATE,Country,CO2_variation,Code
5381,2020-03-01,Kuwait,"0,0%",KWT
5382,2020-04-01,Kuwait,"0,0%",KWT
5383,2020-05-01,Kuwait,"0,0%",KWT
5384,2020-06-01,Kuwait,"0,0%",KWT
5385,2020-07-01,Kuwait,"0,0%",KWT
5386,2020-08-01,Kuwait,"0,0%",KWT
5387,2020-09-01,Kuwait,"0,0%",KWT
5388,2020-10-01,Kuwait,"0,0%",KWT
5389,2020-11-01,Kuwait,"0,0%",KWT
5390,2020-12-01,Kuwait,"0,0%",KWT
5391,2020-01-13,Kuwait,"0,0%",KWT
5392,2020-01-14,Kuwait,"0,0%",KWT
5393,2020-01-15,Kuwait,"0,0%",KWT
5394,2020-01-16,Kuwait,"0,0%",KWT
5395,2020-01-17,Kuwait,"0,0%",KWT
5396,2020-01-18,Kuwait,"0,0%",KWT
5397,2020-01-19,Kuwait,"0,0%",KWT
5398,2020-01-20,Kuwait,"0,0%",KWT
5399,2020-01-21,Kuwait,"0,0%",KWT
5400,2020-01-22,Kuwait,"0,0%",KWT
5401,2020-01-23,Kuwait,"0,0%",KWT
5402,2020-01-24,Kuwait,"0,0%",KWT
5403,2020-01-25,Kuwait,"0,0%",KWT
5404,2020-01-26,Kuwait,"0,0%",KWT
5405,2020-01-27,Kuwait,"0,0%",KWT
5406,2020-01-28,Kuwait,"0,0%",KWT
5407,2020-01-29,Kuwait,"0,0%",KWT
5408,2020-01-30,Kuwait,"0,0%",KWT
5409,2020-01-31,Kuwait,"0,0%",KWT
5410,2020-01-02,Kuwait,"0,0%",KWT
5411,2020-02-02,Kuwait,"0,0%",KWT
5412,2020-03-02,Kuwait,"0,0%",KWT
5413,2020-04-02,Kuwait,"0,0%",KWT
5414,2020-05-02,Kuwait,"0,0%",KWT
5415,2020-06-02,Kuwait,"0,0%",KWT
5416,2020-07-02,Kuwait,"0,0%",KWT
5417,2020-08-02,Kuwait,"0,0%",KWT
5418,2020-09-02,Kuwait,"0,0%",KWT
5419,2020-10-02,Kuwait,"0,0%",KWT
5420,2020-11-02,Kuwait,"0,0%",KWT
5421,2020-12-02,Kuwait,"0,0%",KWT
5422,2020-02-13,Kuwait,"0,0%",KWT
5423,2020-02-14,Kuwait,"0,0%",KWT
5424,2020-02-15,Kuwait,"0,0%",KWT
5425,2020-02-16,Kuwait,"0,0%",KWT
5426,2020-02-17,Kuwait,"0,0%",KWT
5427,2020-02-18,Kuwait,"0,0%",KWT
5428,2020-02-19,Kuwait,"0,0%",KWT
5429,2020-02-20,Kuwait,"0,0%",KWT
5430,2020-02-21,Kuwait,"0,0%",KWT
5431,2020-02-22,Kuwait,"0,0%",KWT
5432,2020-02-23,Kuwait,"0,0%",KWT
5433,2020-02-24,Kuwait,"0,0%",KWT
5434,2020-02-25,Kuwait,"0,0%",KWT
5435,2020-02-26,Kuwait,"0,0%",KWT
5436,2020-02-27,Kuwait,"0,0%",KWT
5437,2020-02-28,Kuwait,"0,0%",KWT
5438,2020-02-29,Kuwait,"0,0%",KWT
5439,2020-01-03,Kuwait,"0,0%",KWT
5440,2020-02-03,Kuwait,"0,0%",KWT
5441,2020-03-03,Kuwait,"0,0%",KWT
5442,2020-04-03,Kuwait,"0,0%",KWT
5443,2020-05-03,Kuwait,"0,0%",KWT
5444,2020-06-03,Kuwait,"0,0%",KWT
5445,2020-07-03,Kuwait,"0,0%",KWT
5446,2020-08-03,Kuwait,"0,0%",KWT
5447,2020-09-03,Kuwait,"-3,7%",KWT
5448,2020-10-03,Kuwait,"-7,3%",KWT
5449,2020-11-03,Kuwait,"-11,0%",KWT
5450,2020-12-03,Kuwait,"-14,6%",KWT
5451,2020-03-13,Kuwait,"-18,3%",KWT
5452,2020-03-14,Kuwait,"-22,0%",KWT
5453,2020-03-15,Kuwait,"-25,6%",KWT
5454,2020-03-16,Kuwait,"-25,6%",KWT
5455,2020-03-17,Kuwait,"-25,6%",KWT
5456,2020-03-18,Kuwait,"-25,6%",KWT
5457,2020-03-19,Kuwait,"-25,6%",KWT
5458,2020-03-20,Kuwait,"-25,6%",KWT
5459,2020-03-21,Kuwait,"-25,6%",KWT
5460,2020-03-22,Kuwait,"-25,6%",KWT
5461,2020-03-23,Kuwait,"-25,6%",KWT
5462,2020-03-24,Kuwait,"-25,6%",KWT
5463,2020-03-25,Kuwait,"-25,6%",KWT
5464,2020-03-26,Kuwait,"-25,6%",KWT
5465,2020-03-27,Kuwait,"-25,6%",KWT
5466,2020-03-28,Kuwait,"-25,6%",KWT
5467,2020-03-29,Kuwait,"-25,6%",KWT
5468,2020-03-30,Kuwait,"-25,6%",KWT
5469,2020-03-31,Kuwait,"-25,6%",KWT
5470,2020-01-04,Kuwait,"-25,6%",KWT
5471,2020-02-04,Kuwait,"-25,6%",KWT
5472,2020-03-04,Kuwait,"-25,6%",KWT
5473,2020-04-04,Kuwait,"-25,6%",KWT
5474,2020-05-04,Kuwait,"-25,6%",KWT
5475,2020-06-04,Kuwait,"-25,6%",KWT
5476,2020-07-04,Kuwait,"-25,6%",KWT
5477,2020-08-04,Kuwait,"-25,6%",KWT
5478,2020-09-04,Kuwait,"-25,6%",KWT
5479,2020-10-04,Kuwait,"-25,6%",KWT
5480,2020-11-04,Kuwait,"-25,6%",KWT
5481,2020-12-04,Kuwait,"-25,6%",KWT
5482,2020-04-13,Kuwait,"-25,6%",KWT
5483,2020-04-14,Kuwait,"-25,6%",KWT
5484,2020-04-15,Kuwait,"-25,6%",KWT
5485,2020-04-16,Kuwait,"-25,6%",KWT
5486,2020-04-17,Kuwait,"-24,0%",KWT
5487,2020-04-18,Kuwait,"-22,4%",KWT
5488,2020-04-19,Kuwait,"-20,8%",KWT
5489,2020-04-20,Kuwait,"-19,2%",KWT
5490,2020-04-21,Kuwait,"-17,6%",KWT
5491,2020-04-22,Kuwait,"-15,9%",KWT
5492,2020-04-23,Kuwait,"-14,3%",KWT
5493,2020-04-24,Kuwait,"-14,3%",KWT
5494,2020-04-25,Kuwait,"-14,3%",KWT
5495,2020-04-26,Kuwait,"-14,3%",KWT
5496,2020-04-27,Kuwait,"-14,3%",KWT
5497,2020-04-28,Kuwait,"-14,3%",KWT
5498,2020-04-29,Kuwait,"-14,3%",KWT
5499,2020-04-30,Kuwait,"-14,3%",KWT
5500,2020-01-05,Kuwait,"-14,3%",KWT
5501,2020-02-05,Kuwait,"-14,3%",KWT
5502,2020-03-05,Kuwait,"-14,3%",KWT
5503,2020-04-05,Kuwait,"-14,3%",KWT
5504,2020-05-05,Kuwait,"-14,3%",KWT
5505,2020-06-05,Kuwait,"-14,3%",KWT
5506,2020-07-05,Kuwait,"-15,9%",KWT
5507,2020-08-05,Kuwait,"-17,6%",KWT
5508,2020-09-05,Kuwait,"-19,2%",KWT
5509,2020-10-05,Kuwait,"-20,8%",KWT
5510,2020-11-05,Kuwait,"-22,4%",KWT
5511,2020-12-05,Kuwait,"-24,0%",KWT
5512,2020-05-13,Kuwait,"-25,6%",KWT
5513,2020-05-14,Kuwait,"-25,6%",KWT
5514,2020-05-15,Kuwait,"-25,6%",KWT
5515,2020-05-16,Kuwait,"-25,6%",KWT
5516,2020-05-17,Kuwait,"-25,6%",KWT
5517,2020-05-18,Kuwait,"-25,6%",KWT
5518,2020-05-19,Kuwait,"-25,6%",KWT
5519,2020-05-20,Kuwait,"-25,6%",KWT
5520,2020-05-21,Kuwait,"-25,6%",KWT
5521,2020-05-22,Kuwait,"-25,6%",KWT
5522,2020-05-23,Kuwait,"-25,6%",KWT
5523,2020-05-24,Kuwait,"-25,6%",KWT
5524,2020-05-25,Kuwait,"-25,6%",KWT
5525,2020-05-26,Kuwait,"-25,6%",KWT
5526,2020-05-27,Kuwait,"-24,0%",KWT
5527,2020-05-28,Kuwait,"-22,4%",KWT
5528,2020-05-29,Kuwait,"-20,8%",KWT
5529,2020-05-30,Kuwait,"-19,2%",KWT
5530,2020-05-31,Kuwait,"-17,6%",KWT
5531,2020-01-06,Kuwait,"-15,9%",KWT
5532,2020-02-06,Kuwait,"-14,3%",KWT
5533,2020-03-06,Kuwait,"-14,3%",KWT
5534,2020-04-06,Kuwait,"-14,3%",KWT
5535,2020-05-06,Kuwait,"-14,3%",KWT
5536,2020-06-06,Kuwait,"-14,3%",KWT
5537,2020-07-06,Kuwait,"-14,3%",KWT
5538,2020-08-06,Kuwait,"-14,3%",KWT
5539,2020-09-06,Kuwait,"-14,3%",KWT
5540,2020-10-06,Kuwait,"-14,3%",KWT
5541,2020-11-06,Kuwait,"-14,3%",KWT
5542,2020-01-01,Latvia,"0,0%",LVA
5543,2020-02-01,Latvia,"0,0%",LVA
5544,2020-03-01,Latvia,"0,0%",LVA
5545,2020-04-01,Latvia,"0,0%",LVA
5546,2020-05-01,Latvia,"0,0%",LVA
5547,2020-06-01,Latvia,"0,0%",LVA
5548,2020-07-01,Latvia,"0,0%",LVA
5549,2020-08-01,Latvia,"0,0%",LVA
5550,2020-09-01,Latvia,"0,0%",LVA
5551,2020-10-01,Latvia,"0,0%",LVA
5552,2020-11-01,Latvia,"0,0%",LVA
5553,2020-12-01,Latvia,"0,0%",LVA
5554,2020-01-13,Latvia,"0,0%",LVA
5555,2020-01-14,Latvia,"0,0%",LVA
5556,2020-01-15,Latvia,"0,0%",LVA
5557,2020-01-16,Latvia,"0,0%",LVA
5558,2020-01-17,Latvia,"0,0%",LVA
5559,2020-01-18,Latvia,"0,0%",LVA
5560,2020-01-19,Latvia,"0,0%",LVA
5561,2020-01-20,Latvia,"0,0%",LVA
5562,2020-01-21,Latvia,"0,0%",LVA
5563,2020-01-22,Latvia,"0,0%",LVA
5564,2020-01-23,Latvia,"0,0%",LVA
5565,2020-01-24,Latvia,"0,0%",LVA
5566,2020-01-25,Latvia,"0,0%",LVA
5567,2020-01-26,Latvia,"0,0%",LVA
5568,2020-01-27,Latvia,"0,0%",LVA
5569,2020-01-28,Latvia,"0,0%",LVA
5570,2020-01-29,Latvia,"0,0%",LVA
5571,2020-01-30,Latvia,"0,0%",LVA
5572,2020-01-31,Latvia,"0,0%",LVA
5573,2020-01-02,Latvia,"0,0%",LVA
5574,2020-02-02,Latvia,"0,0%",LVA
5575,2020-03-02,Latvia,"0,0%",LVA
5576,2020-04-02,Latvia,"0,0%",LVA
5577,2020-05-02,Latvia,"0,0%",LVA
5578,2020-06-02,Latvia,"0,0%",LVA
5579,2020-07-02,Latvia,"0,0%",LVA
5580,2020-08-02,Latvia,"0,0%",LVA
5581,2020-09-02,Latvia,"0,0%",LVA
5582,2020-10-02,Latvia,"0,0%",LVA
5583,2020-11-02,Latvia,"0,0%",LVA
5584,2020-12-02,Latvia,"0,0%",LVA
5585,2020-02-13,Latvia,"0,0%",LVA
5586,2020-02-14,Latvia,"0,0%",LVA
5587,2020-02-15,Latvia,"0,0%",LVA
5588,2020-02-16,Latvia,"0,0%",LVA
5589,2020-02-17,Latvia,"0,0%",LVA
5590,2020-02-18,Latvia,"0,0%",LVA
5591,2020-02-19,Latvia,"0,0%",LVA
5592,2020-02-20,Latvia,"0,0%",LVA
5593,2020-02-21,Latvia,"0,0%",LVA
5594,2020-02-22,Latvia,"0,0%",LVA
5595,2020-02-23,Latvia,"0,0%",LVA
5596,2020-02-24,Latvia,"0,0%",LVA
5597,2020-02-25,Latvia,"0,0%",LVA
5598,2020-02-26,Latvia,"0,0%",LVA
5599,2020-02-27,Latvia,"0,0%",LVA
5600,2020-02-28,Latvia,"0,0%",LVA
5601,2020-02-29,Latvia,"0,0%",LVA
5602,2020-01-03,Latvia,"0,0%",LVA
5603,2020-02-03,Latvia,"0,0%",LVA
5604,2020-03-03,Latvia,"0,0%",LVA
5605,2020-04-03,Latvia,"0,0%",LVA
5606,2020-05-03,Latvia,"0,0%",LVA
5607,2020-06-03,Latvia,"0,0%",LVA
5608,2020-07-03,Latvia,"0,0%",LVA
5609,2020-08-03,Latvia,"0,0%",LVA
5610,2020-09-03,Latvia,"0,0%",LVA
5611,2020-10-03,Latvia,"-3,8%",LVA
5612,2020-11-03,Latvia,"-7,5%",LVA
5613,2020-12-03,Latvia,"-11,3%",LVA
5614,2020-03-13,Latvia,"-15,0%",LVA
5615,2020-03-14,Latvia,"-18,8%",LVA
5616,2020-03-15,Latvia,"-22,5%",LVA
5617,2020-03-16,Latvia,"-26,3%",LVA
5618,2020-03-17,Latvia,"-26,3%",LVA
5619,2020-03-18,Latvia,"-26,3%",LVA
5620,2020-03-19,Latvia,"-26,3%",LVA
5621,2020-03-20,Latvia,"-26,3%",LVA
5622,2020-03-21,Latvia,"-26,3%",LVA
5623,2020-03-22,Latvia,"-26,3%",LVA
5624,2020-03-23,Latvia,"-26,3%",LVA
5625,2020-03-24,Latvia,"-26,3%",LVA
5626,2020-03-25,Latvia,"-26,3%",LVA
5627,2020-03-26,Latvia,"-26,3%",LVA
5628,2020-03-27,Latvia,"-26,3%",LVA
5629,2020-03-28,Latvia,"-26,3%",LVA
5630,2020-03-29,Latvia,"-26,3%",LVA
5631,2020-03-30,Latvia,"-26,3%",LVA
5632,2020-03-31,Latvia,"-26,3%",LVA
5633,2020-01-04,Latvia,"-26,3%",LVA
5634,2020-02-04,Latvia,"-26,3%",LVA
5635,2020-03-04,Latvia,"-26,3%",LVA
5636,2020-04-04,Latvia,"-26,3%",LVA
5637,2020-05-04,Latvia,"-26,3%",LVA
5638,2020-06-04,Latvia,"-26,3%",LVA
5639,2020-07-04,Latvia,"-26,3%",LVA
5640,2020-08-04,Latvia,"-26,3%",LVA
5641,2020-09-04,Latvia,"-26,3%",LVA
5642,2020-10-04,Latvia,"-26,3%",LVA
5643,2020-11-04,Latvia,"-26,3%",LVA
5644,2020-12-04,Latvia,"-26,3%",LVA
5645,2020-04-13,Latvia,"-26,3%",LVA
5646,2020-04-14,Latvia,"-26,3%",LVA
5647,2020-04-15,Latvia,"-26,3%",LVA
5648,2020-04-16,Latvia,"-26,3%",LVA
5649,2020-04-17,Latvia,"-26,3%",LVA
5650,2020-04-18,Latvia,"-26,3%",LVA
5651,2020-04-19,Latvia,"-26,3%",LVA
5652,2020-04-20,Latvia,"-26,3%",LVA
5653,2020-04-21,Latvia,"-26,3%",LVA
5654,2020-04-22,Latvia,"-26,3%",LVA
5655,2020-04-23,Latvia,"-26,3%",LVA
5656,2020-04-24,Latvia,"-26,3%",LVA
5657,2020-04-25,Latvia,"-26,3%",LVA
5658,2020-04-26,Latvia,"-26,3%",LVA
5659,2020-04-27,Latvia,"-26,3%",LVA
5660,2020-04-28,Latvia,"-26,3%",LVA
5661,2020-04-29,Latvia,"-26,3%",LVA
5662,2020-04-30,Latvia,"-26,3%",LVA
5663,2020-01-05,Latvia,"-26,3%",LVA
5664,2020-02-05,Latvia,"-26,3%",LVA
5665,2020-03-05,Latvia,"-26,3%",LVA
5666,2020-04-05,Latvia,"-26,3%",LVA
5667,2020-05-05,Latvia,"-26,3%",LVA
5668,2020-06-05,Latvia,"-26,3%",LVA
5669,2020-07-05,Latvia,"-26,3%",LVA
5670,2020-08-05,Latvia,"-26,3%",LVA
5671,2020-09-05,Latvia,"-23,7%",LVA
5672,2020-10-05,Latvia,"-21,2%",LVA
5673,2020-11-05,Latvia,"-18,7%",LVA
5674,2020-12-05,Latvia,"-16,2%",LVA
5675,2020-05-13,Latvia,"-13,6%",LVA
5676,2020-05-14,Latvia,"-11,1%",LVA
5677,2020-05-15,Latvia,"-8,6%",LVA
5678,2020-05-16,Latvia,"-8,6%",LVA
5679,2020-05-17,Latvia,"-8,6%",LVA
5680,2020-05-18,Latvia,"-8,6%",LVA
5681,2020-05-19,Latvia,"-8,6%",LVA
5682,2020-05-20,Latvia,"-8,6%",LVA
5683,2020-05-21,Latvia,"-8,6%",LVA
5684,2020-05-22,Latvia,"-8,6%",LVA
5685,2020-05-23,Latvia,"-8,6%",LVA
5686,2020-05-24,Latvia,"-8,6%",LVA
5687,2020-05-25,Latvia,"-8,6%",LVA
5688,2020-05-26,Latvia,"-8,6%",LVA
5689,2020-05-27,Latvia,"-8,6%",LVA
5690,2020-05-28,Latvia,"-8,6%",LVA
5691,2020-05-29,Latvia,"-8,6%",LVA
5692,2020-05-30,Latvia,"-8,6%",LVA
5693,2020-05-31,Latvia,"-8,6%",LVA
5694,2020-01-06,Latvia,"-8,6%",LVA
5695,2020-02-06,Latvia,"-8,6%",LVA
5696,2020-03-06,Latvia,"-8,6%",LVA
5697,2020-04-06,Latvia,"-8,6%",LVA
5698,2020-05-06,Latvia,"-8,6%",LVA
5699,2020-06-06,Latvia,"-8,6%",LVA
5700,2020-07-06,Latvia,"-8,6%",LVA
5701,2020-08-06,Latvia,"-8,6%",LVA
5702,2020-09-06,Latvia,"-8,6%",LVA
5703,2020-10-06,Latvia,"-8,6%",LVA
5704,2020-11-06,Latvia,"-8,6%",LVA
5705,2020-01-01,Lithuania,"0,0%",LTU
5706,2020-02-01,Lithuania,"0,0%",LTU
5707,2020-03-01,Lithuania,"0,0%",LTU
5708,2020-04-01,Lithuania,"0,0%",LTU
5709,2020-05-01,Lithuania,"0,0%",LTU
5710,2020-06-01,Lithuania,"0,0%",LTU
5711,2020-07-01,Lithuania,"0,0%",LTU
5712,2020-08-01,Lithuania,"0,0%",LTU
5713,2020-09-01,Lithuania,"0,0%",LTU
5714,2020-10-01,Lithuania,"0,0%",LTU
5715,2020-11-01,Lithuania,"0,0%",LTU
5716,2020-12-01,Lithuania,"0,0%",LTU
5717,2020-01-13,Lithuania,"0,0%",LTU
5718,2020-01-14,Lithuania,"0,0%",LTU
5719,2020-01-15,Lithuania,"0,0%",LTU
5720,2020-01-16,Lithuania,"0,0%",LTU
5721,2020-01-17,Lithuania,"0,0%",LTU
5722,2020-01-18,Lithuania,"0,0%",LTU
5723,2020-01-19,Lithuania,"0,0%",LTU
5724,2020-01-20,Lithuania,"0,0%",LTU
5725,2020-01-21,Lithuania,"0,0%",LTU
5726,2020-01-22,Lithuania,"0,0%",LTU
5727,2020-01-23,Lithuania,"0,0%",LTU
5728,2020-01-24,Lithuania,"0,0%",LTU
5729,2020-01-25,Lithuania,"0,0%",LTU
5730,2020-01-26,Lithuania,"0,0%",LTU
5731,2020-01-27,Lithuania,"0,0%",LTU
5732,2020-01-28,Lithuania,"0,0%",LTU
5733,2020-01-29,Lithuania,"0,0%",LTU
5734,2020-01-30,Lithuania,"0,0%",LTU
5735,2020-01-31,Lithuania,"0,0%",LTU
5736,2020-01-02,Lithuania,"0,0%",LTU
5737,2020-02-02,Lithuania,"0,0%",LTU
5738,2020-03-02,Lithuania,"0,0%",LTU
5739,2020-04-02,Lithuania,"0,0%",LTU
5740,2020-05-02,Lithuania,"0,0%",LTU
5741,2020-06-02,Lithuania,"0,0%",LTU
5742,2020-07-02,Lithuania,"0,0%",LTU
5743,2020-08-02,Lithuania,"0,0%",LTU
5744,2020-09-02,Lithuania,"0,0%",LTU
5745,2020-10-02,Lithuania,"0,0%",LTU
5746,2020-11-02,Lithuania,"0,0%",LTU
5747,2020-12-02,Lithuania,"0,0%",LTU
5748,2020-02-13,Lithuania,"0,0%",LTU
5749,2020-02-14,Lithuania,"0,0%",LTU
5750,2020-02-15,Lithuania,"0,0%",LTU
5751,2020-02-16,Lithuania,"0,0%",LTU
5752,2020-02-17,Lithuania,"0,0%",LTU
5753,2020-02-18,Lithuania,"0,0%",LTU
5754,2020-02-19,Lithuania,"0,0%",LTU
5755,2020-02-20,Lithuania,"0,0%",LTU
5756,2020-02-21,Lithuania,"0,0%",LTU
5757,2020-02-22,Lithuania,"0,0%",LTU
5758,2020-02-23,Lithuania,"0,0%",LTU
5759,2020-02-24,Lithuania,"0,0%",LTU
5760,2020-02-25,Lithuania,"0,0%",LTU
5761,2020-02-26,Lithuania,"0,0%",LTU
5762,2020-02-27,Lithuania,"0,0%",LTU
5763,2020-02-28,Lithuania,"0,0%",LTU
5764,2020-02-29,Lithuania,"0,0%",LTU
5765,2020-01-03,Lithuania,"0,0%",LTU
5766,2020-02-03,Lithuania,"0,0%",LTU
5767,2020-03-03,Lithuania,"0,0%",LTU
5768,2020-04-03,Lithuania,"0,0%",LTU
5769,2020-05-03,Lithuania,"0,0%",LTU
5770,2020-06-03,Lithuania,"0,0%",LTU
5771,2020-07-03,Lithuania,"0,0%",LTU
5772,2020-08-03,Lithuania,"0,0%",LTU
5773,2020-09-03,Lithuania,"-3,7%",LTU
5774,2020-10-03,Lithuania,"-7,4%",LTU
5775,2020-11-03,Lithuania,"-11,1%",LTU
5776,2020-12-03,Lithuania,"-14,8%",LTU
5777,2020-03-13,Lithuania,"-19,9%",LTU
5778,2020-03-14,Lithuania,"-24,9%",LTU
5779,2020-03-15,Lithuania,"-30,0%",LTU
5780,2020-03-16,Lithuania,"-31,4%",LTU
5781,2020-03-17,Lithuania,"-32,8%",LTU
5782,2020-03-18,Lithuania,"-34,2%",LTU
5783,2020-03-19,Lithuania,"-35,6%",LTU
5784,2020-03-20,Lithuania,"-35,6%",LTU
5785,2020-03-21,Lithuania,"-35,6%",LTU
5786,2020-03-22,Lithuania,"-35,6%",LTU
5787,2020-03-23,Lithuania,"-35,6%",LTU
5788,2020-03-24,Lithuania,"-35,6%",LTU
5789,2020-03-25,Lithuania,"-35,6%",LTU
5790,2020-03-26,Lithuania,"-35,6%",LTU
5791,2020-03-27,Lithuania,"-35,6%",LTU
5792,2020-03-28,Lithuania,"-35,6%",LTU
5793,2020-03-29,Lithuania,"-35,6%",LTU
5794,2020-03-30,Lithuania,"-35,6%",LTU
5795,2020-03-31,Lithuania,"-35,6%",LTU
5796,2020-01-04,Lithuania,"-35,6%",LTU
5797,2020-02-04,Lithuania,"-35,6%",LTU
5798,2020-03-04,Lithuania,"-35,6%",LTU
5799,2020-04-04,Lithuania,"-35,6%",LTU
5800,2020-05-04,Lithuania,"-35,6%",LTU
5801,2020-06-04,Lithuania,"-35,6%",LTU
5802,2020-07-04,Lithuania,"-35,6%",LTU
5803,2020-08-04,Lithuania,"-35,6%",LTU
5804,2020-09-04,Lithuania,"-35,6%",LTU
5805,2020-10-04,Lithuania,"-35,6%",LTU
5806,2020-11-04,Lithuania,"-35,6%",LTU
5807,2020-12-04,Lithuania,"-35,6%",LTU
5808,2020-04-13,Lithuania,"-35,6%",LTU
5809,2020-04-14,Lithuania,"-35,6%",LTU
5810,2020-04-15,Lithuania,"-35,6%",LTU
5811,2020-04-16,Lithuania,"-35,6%",LTU
5812,2020-04-17,Lithuania,"-35,6%",LTU
5813,2020-04-18,Lithuania,"-35,6%",LTU
5814,2020-04-19,Lithuania,"-35,6%",LTU
5815,2020-04-20,Lithuania,"-35,6%",LTU
5816,2020-04-21,Lithuania,"-35,6%",LTU
5817,2020-04-22,Lithuania,"-35,6%",LTU
5818,2020-04-23,Lithuania,"-35,6%",LTU
5819,2020-04-24,Lithuania,"-34,2%",LTU
5820,2020-04-25,Lithuania,"-32,8%",LTU
5821,2020-04-26,Lithuania,"-31,4%",LTU
5822,2020-04-27,Lithuania,"-30,0%",LTU
5823,2020-04-28,Lithuania,"-28,6%",LTU
5824,2020-04-29,Lithuania,"-27,3%",LTU
5825,2020-04-30,Lithuania,"-25,9%",LTU
5826,2020-01-05,Lithuania,"-25,9%",LTU
5827,2020-02-05,Lithuania,"-25,9%",LTU
5828,2020-03-05,Lithuania,"-25,9%",LTU
5829,2020-04-05,Lithuania,"-25,9%",LTU
5830,2020-05-05,Lithuania,"-25,9%",LTU
5831,2020-06-05,Lithuania,"-25,9%",LTU
5832,2020-07-05,Lithuania,"-25,9%",LTU
5833,2020-08-05,Lithuania,"-25,9%",LTU
5834,2020-09-05,Lithuania,"-25,9%",LTU
5835,2020-10-05,Lithuania,"-25,9%",LTU
5836,2020-11-05,Lithuania,"-25,9%",LTU
5837,2020-12-05,Lithuania,"-25,9%",LTU
5838,2020-05-13,Lithuania,"-25,9%",LTU
5839,2020-05-14,Lithuania,"-25,9%",LTU
5840,2020-05-15,Lithuania,"-23,3%",LTU
5841,2020-05-16,Lithuania,"-20,7%",LTU
5842,2020-05-17,Lithuania,"-18,1%",LTU
5843,2020-05-18,Lithuania,"-15,5%",LTU
5844,2020-05-19,Lithuania,"-12,9%",LTU
5845,2020-05-20,Lithuania,"-10,3%",LTU
5846,2020-05-21,Lithuania,"-7,7%",LTU
5847,2020-05-22,Lithuania,"-7,7%",LTU
5848,2020-05-23,Lithuania,"-7,7%",LTU
5849,2020-05-24,Lithuania,"-7,7%",LTU
5850,2020-05-25,Lithuania,"-7,7%",LTU
5851,2020-05-26,Lithuania,"-7,7%",LTU
5852,2020-05-27,Lithuania,"-7,7%",LTU
5853,2020-05-28,Lithuania,"-7,7%",LTU
5854,2020-05-29,Lithuania,"-7,7%",LTU
5855,2020-05-30,Lithuania,"-7,7%",LTU
5856,2020-05-31,Lithuania,"-7,7%",LTU
5857,2020-01-06,Lithuania,"-7,7%",LTU
5858,2020-02-06,Lithuania,"-7,7%",LTU
5859,2020-03-06,Lithuania,"-7,7%",LTU
5860,2020-04-06,Lithuania,"-7,7%",LTU
5861,2020-05-06,Lithuania,"-7,7%",LTU
5862,2020-06-06,Lithuania,"-7,7%",LTU
5863,2020-07-06,Lithuania,"-7,7%",LTU
5864,2020-08-06,Lithuania,"-7,7%",LTU
5865,2020-09-06,Lithuania,"-7,7%",LTU
5866,2020-10-06,Lithuania,"-7,7%",LTU
5867,2020-11-06,Lithuania,"-7,7%",LTU
5868,2020-01-01,Luxembourg,"0,0%",LUX
5869,2020-02-01,Luxembourg,"0,0%",LUX
5870,2020-03-01,Luxembourg,"0,0%",LUX
5871,2020-04-01,Luxembourg,"0,0%",LUX
5872,2020-05-01,Luxembourg,"0,0%",LUX
5873,2020-06-01,Luxembourg,"0,0%",LUX
5874,2020-07-01,Luxembourg,"0,0%",LUX
5875,2020-08-01,Luxembourg,"0,0%",LUX
5876,2020-09-01,Luxembourg,"0,0%",LUX
5877,2020-10-01,Luxembourg,"0,0%",LUX
5878,2020-11-01,Luxembourg,"0,0%",LUX
5879,2020-12-01,Luxembourg,"0,0%",LUX
5880,2020-01-13,Luxembourg,"0,0%",LUX
5881,2020-01-14,Luxembourg,"0,0%",LUX
5882,2020-01-15,Luxembourg,"0,0%",LUX
5883,2020-01-16,Luxembourg,"0,0%",LUX
5884,2020-01-17,Luxembourg,"0,0%",LUX
5885,2020-01-18,Luxembourg,"0,0%",LUX
5886,2020-01-19,Luxembourg,"0,0%",LUX
5887,2020-01-20,Luxembourg,"0,0%",LUX
5888,2020-01-21,Luxembourg,"0,0%",LUX
5889,2020-01-22,Luxembourg,"0,0%",LUX
5890,2020-01-23,Luxembourg,"0,0%",LUX
5891,2020-01-24,Luxembourg,"0,0%",LUX
5892,2020-01-25,Luxembourg,"0,0%",LUX
5893,2020-01-26,Luxembourg,"0,0%",LUX
5894,2020-01-27,Luxembourg,"0,0%",LUX
5895,2020-01-28,Luxembourg,"0,0%",LUX
5896,2020-01-29,Luxembourg,"0,0%",LUX
5897,2020-01-30,Luxembourg,"0,0%",LUX
5898,2020-01-31,Luxembourg,"0,0%",LUX
5899,2020-01-02,Luxembourg,"0,0%",LUX
5900,2020-02-02,Luxembourg,"0,0%",LUX
5901,2020-03-02,Luxembourg,"0,0%",LUX
5902,2020-04-02,Luxembourg,"0,0%",LUX
5903,2020-05-02,Luxembourg,"0,0%",LUX
5904,2020-06-02,Luxembourg,"0,0%",LUX
5905,2020-07-02,Luxembourg,"0,0%",LUX
5906,2020-08-02,Luxembourg,"0,0%",LUX
5907,2020-09-02,Luxembourg,"0,0%",LUX
5908,2020-10-02,Luxembourg,"0,0%",LUX
5909,2020-11-02,Luxembourg,"0,0%",LUX
5910,2020-12-02,Luxembourg,"0,0%",LUX
5911,2020-02-13,Luxembourg,"0,0%",LUX
